NM_CLSSFAM	NM_LSSFAM	NM_CLFAM	NM_LFAM	NM_CLRAY	NM_LRAY	NM_CLSEC	NM_LSEC	NM_CLFIL	NM_LFIL
0425152545	CHAUSSURE CYCLISME            	04251525	SPORT HOMME                   	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425152550	CHAUSSURE SKI                 	04251525	SPORT HOMME                   	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425152555	TREKKING, RANDONNEE           	04251525	SPORT HOMME                   	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425152560	CHAUSSURE AUTRE SPORT         	04251525	SPORT HOMME                   	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425152565	SPORTOUVERTUREEXTENSHOMNE+UTIL	04251525	SPORT HOMME                   	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425152570	ELASTIQUEE                    	04251525	SPORT HOMME                   	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425152598	DIR - SPORT HOMME             	04251525	SPORT HOMME                   	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425159999	PDV - CHAUSSURE SPORT         	04251599	PDV - CHAUSSURE SPORT         	042515	CHAUSSURE SPORT               	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425250505	ESPADRILLE BABY NE+UTILISE    	04252505	PLEIN AIR BABY NE + UTILISER  	042525	CHAUSSURE PLEIN AIR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425250510	THONG BABY NE+UTILISER        	04252505	PLEIN AIR BABY NE + UTILISER  	042525	CHAUSSURE PLEIN AIR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425250515	MULE PISCINE BABY NE+UTILISER 	04252505	PLEIN AIR BABY NE + UTILISER  	042525	CHAUSSURE PLEIN AIR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425250520	MULE PLAGE BABY NE+UTILISER   	04252505	PLEIN AIR BABY NE + UTILISER  	042525	CHAUSSURE PLEIN AIR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425250525	SANDALE PLAGE BABY NE +UTILISE	04252505	PLEIN AIR BABY NE + UTILISER  	042525	CHAUSSURE PLEIN AIR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425250530	BOTTE BABY NE+UTILISER        	04252505	PLEIN AIR BABY NE + UTILISER  	042525	CHAUSSURE PLEIN AIR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425250598	DIR - PLEIN AIR BABY NE + UTIL	04252505	PLEIN AIR BABY NE + UTILISER  	042525	CHAUSSURE PLEIN AIR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425251005	ESPADRILLE ENFANT NE+UTILISER 	04252510	PLEIN AIR ENFANT NE + UTILISER	042525	CHAUSSURE PLEIN AIR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425251010	THONG ENFANT NE+UTILISER      	04252510	PLEIN AIR ENFANT NE + UTILISER	042525	CHAUSSURE PLEIN AIR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425251015	MULE PISCINE ENFANT NE+UTILISE	04252510	PLEIN AIR ENFANT NE + UTILISER	042525	CHAUSSURE PLEIN AIR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425251020	MULE PLAGE ENFANT NE+UTILISER 	04252510	PLEIN AIR ENFANT NE + UTILISER	042525	CHAUSSURE PLEIN AIR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425251025	SANDALE PLAGE ENFANT NE+UTILIS	04252510	PLEIN AIR ENFANT NE + UTILISER	042525	CHAUSSURE PLEIN AIR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425251030	BOTTE ENFANT NE+UTILISER      	04252510	PLEIN AIR ENFANT NE + UTILISER	042525	CHAUSSURE PLEIN AIR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425251035	SABOT DE JARDIN NE+UTILISER   	04252510	PLEIN AIR ENFANT NE + UTILISER	042525	CHAUSSURE PLEIN AIR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425251098	DIR - PLEIN AIR ENFANT NE + UT	04252510	PLEIN AIR ENFANT NE + UTILISER	042525	CHAUSSURE PLEIN AIR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425251505	ESPADRILLE JUNIOR NE+UTILISER 	04252515	PLEIN AIR JUNIOR NE + UTILISER	042525	CHAUSSURE PLEIN AIR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425251510	THONG JUNIOR NE+UTILISER      	04252515	PLEIN AIR JUNIOR NE + UTILISER	042525	CHAUSSURE PLEIN AIR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425251515	MULE PISCINE JUNIOR NE+UTILISE	04252515	PLEIN AIR JUNIOR NE + UTILISER	042525	CHAUSSURE PLEIN AIR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425251520	MULE PLAGE JUNIOR NE+UTILISER 	04252515	PLEIN AIR JUNIOR NE + UTILISER	042525	CHAUSSURE PLEIN AIR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425251525	SANDALE PLAGE JUNIOR NE+UTILIS	04252515	PLEIN AIR JUNIOR NE + UTILISER	042525	CHAUSSURE PLEIN AIR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425251530	BOTTE PLUIENEIGEJUN NE+UTILISE	04252515	PLEIN AIR JUNIOR NE + UTILISER	042525	CHAUSSURE PLEIN AIR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425251535	SABOT DE JARDIN NE+UTILISER   	04252515	PLEIN AIR JUNIOR NE + UTILISER	042525	CHAUSSURE PLEIN AIR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425251598	DIR - PLEIN AIR JUNIOR NE + UT	04252515	PLEIN AIR JUNIOR NE + UTILISER	042525	CHAUSSURE PLEIN AIR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425252005	ESPADRILLE FEMME NE+UTILISER  	04252520	PLEIN AIR FEMME NE + UTILISER 	042525	CHAUSSURE PLEIN AIR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425252010	THONG FEMME NE+UTILISER       	04252520	PLEIN AIR FEMME NE + UTILISER 	042525	CHAUSSURE PLEIN AIR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425252015	MULE PISCINE FEMME NE+UTILISER	04252520	PLEIN AIR FEMME NE + UTILISER 	042525	CHAUSSURE PLEIN AIR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425252020	MULE PLAGE FEMME NE+UTILISER  	04252520	PLEIN AIR FEMME NE + UTILISER 	042525	CHAUSSURE PLEIN AIR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425252025	SANDALE PLAGE FEMME NE+UTILISE	04252520	PLEIN AIR FEMME NE + UTILISER 	042525	CHAUSSURE PLEIN AIR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425252030	BOTTE PLUIE NEIGE NE+UTILISER 	04252520	PLEIN AIR FEMME NE + UTILISER 	042525	CHAUSSURE PLEIN AIR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425252035	SABOT DE JARDIN NE+UTILISER   	04252520	PLEIN AIR FEMME NE + UTILISER 	042525	CHAUSSURE PLEIN AIR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425252098	DIR - PLEIN AIR FEMME NE + UTI	04252520	PLEIN AIR FEMME NE + UTILISER 	042525	CHAUSSURE PLEIN AIR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425252505	ESPADRILLE HOMME NE+UTILISER  	04252525	PLEIN AIR HOMME NE + UTILISER 	042525	CHAUSSURE PLEIN AIR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425252510	THONG HOMME NE+UTILISER       	04252525	PLEIN AIR HOMME NE + UTILISER 	042525	CHAUSSURE PLEIN AIR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425252515	MULE PISCINE HOMME NE+UTILISER	04252525	PLEIN AIR HOMME NE + UTILISER 	042525	CHAUSSURE PLEIN AIR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425252520	MULE PLAGE HOMME NE+UTILISER  	04252525	PLEIN AIR HOMME NE + UTILISER 	042525	CHAUSSURE PLEIN AIR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425252525	SANDALE PLAGE HOMME NE+UTILISE	04252525	PLEIN AIR HOMME NE + UTILISER 	042525	CHAUSSURE PLEIN AIR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425252530	BOTTE PLUIE NEIGE NE+UTILISER 	04252525	PLEIN AIR HOMME NE + UTILISER 	042525	CHAUSSURE PLEIN AIR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425252535	SABOT DE JARDIN NE+UTILISER   	04252525	PLEIN AIR HOMME NE + UTILISER 	042525	CHAUSSURE PLEIN AIR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425252598	DIR - PLEIN AIR HOMME NE + UTI	04252525	PLEIN AIR HOMME NE + UTILISER 	042525	CHAUSSURE PLEIN AIR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425259999	PDV - CHAUSSURE PLEIN AIR     	04252599	PDV - CHAUSSURE PLEIN AIR     	042525	CHAUSSURE PLEIN AIR           	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425300305	DETENTE (NE PLUS UTILISER)    	04253003	DETENTE (NE PLUS UTILISER)    	042530	CHAUSSURE DETENTE             	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425300398	DIR - DETENTE (NE PLUS UTILISE	04253003	DETENTE (NE PLUS UTILISER)    	042530	CHAUSSURE DETENTE             	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425309999	PDV - CHAUSSURE DETENTE       	04253099	PDV - CHAUSSURE DETENTE       	042530	CHAUSSURE DETENTE             	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0425999999	-CHAUSSURE                    	04259999	-CHAUSSURE                    	042599	-CHAUSSURE                    	0425	CHAUSSURE                     	04	TEXTILE/CHAUSSURE
0430960505	BAGUE, ALLIANCE, CHEVALIERE OR	04309605	BIJOU OR                      	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430960510	COLLIER, CHAINE OR            	04309605	BIJOU OR                      	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430960515	BRACELET OR                   	04309605	BIJOU OR                      	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430960520	BOUCLES D'OREILLES OR         	04309605	BIJOU OR                      	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430960525	PENDENTIF, MEDAILLE OR        	04309605	BIJOU OR                      	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430960530	DIVERS OR                     	04309605	BIJOU OR                      	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430960535	PARURE                        	04309605	BIJOU OR                      	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430960540	PINCE CRAVATTE, BOUTON MANCHET	04309605	BIJOU OR                      	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430960598	DIR - BIJOU OR                	04309605	BIJOU OR                      	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430961005	BAGUE, ALLIANCE, CHEVALIERE   	04309610	BIJOU PLAQUE OR               	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430961010	COLLIER, CHAINE PLAQUE OR     	04309610	BIJOU PLAQUE OR               	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430961015	BRACELET PLAQUE OR            	04309610	BIJOU PLAQUE OR               	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430961020	BOUCLES D'OREILLES PLAQUE OR  	04309610	BIJOU PLAQUE OR               	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430961025	PENDENTIF, MEDAILLE PLAQUE OR 	04309610	BIJOU PLAQUE OR               	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430961030	DIVERS PLAQUE OR              	04309610	BIJOU PLAQUE OR               	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430961035	PARURE                        	04309610	BIJOU PLAQUE OR               	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430961040	PINCE CRAVATTE, BOUTON MANCHET	04309610	BIJOU PLAQUE OR               	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430961098	DIR - BIJOU PLAQUE OR         	04309610	BIJOU PLAQUE OR               	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430961505	BAGUE, ALLIANCE, CHEVALIERE   	04309615	BIJOU ARGENT                  	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430961510	COLLIER, CHAINE ARGENT        	04309615	BIJOU ARGENT                  	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430961515	BRACELET ARGENT               	04309615	BIJOU ARGENT                  	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430961520	BOUCLES D'OREILLES ARGENT     	04309615	BIJOU ARGENT                  	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430961525	PENDENTIF, MEDAILLE ARGENT    	04309615	BIJOU ARGENT                  	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430961530	DIVERS ARGENT                 	04309615	BIJOU ARGENT                  	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430961535	PARURE                        	04309615	BIJOU ARGENT                  	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430961540	PINCE CRAVATTE, BOUTON MANCHET	04309615	BIJOU ARGENT                  	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430961598	DIR - BIJOU ARGENT            	04309615	BIJOU ARGENT                  	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430961705	BAGUE ALLIANCE CHEVALIERE     	04309617	BIJOU ACIER                   	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430961710	COLLIER ACIER                 	04309617	BIJOU ACIER                   	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430961715	BRACELET ACIER                	04309617	BIJOU ACIER                   	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430961720	BOUCLES D'OREILLES ACIER      	04309617	BIJOU ACIER                   	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430961725	PENDENTIF, MEDAILLE ACIER     	04309617	BIJOU ACIER                   	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430961730	DIVERS ACIER                  	04309617	BIJOU ACIER                   	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430961798	DIR - BIJOU ACIER             	04309617	BIJOU ACIER                   	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430962005	BAGUE, ALLIANCE, CHEVALIERE   	04309620	BIJOU FANTAISIE               	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430962010	COLLIER, CHAINE               	04309620	BIJOU FANTAISIE               	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430962015	BRACELET, GOURMETTE           	04309620	BIJOU FANTAISIE               	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430962020	BOUCLES D'OREILLES            	04309620	BIJOU FANTAISIE               	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430962025	PENDENTIF, MEDAILLE           	04309620	BIJOU FANTAISIE               	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430962030	BROCHE, PIN'S, ATTACHE-FOULARD	04309620	BIJOU FANTAISIE               	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430962035	PARURE                        	04309620	BIJOU FANTAISIE               	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430962040	PINCE CRAVATTE, BOUTON MANCHET	04309620	BIJOU FANTAISIE               	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430962045	PORTE-CLES                    	04309620	BIJOU FANTAISIE               	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430962098	DIR - BIJOU FANTAISIE         	04309620	BIJOU FANTAISIE               	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430962505	MONTRE ENFANT                 	04309625	MONTRE ET BRACELET            	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430962510	MONTRE FEMME                  	04309625	MONTRE ET BRACELET            	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430962515	MONTRE HOMME                  	04309625	MONTRE ET BRACELET            	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430962520	BRACELET MONTRE               	04309625	MONTRE ET BRACELET            	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430962520	CHRONO SEUL                   	04309625	MONTRE ET BRACELET            	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430962525	MONTRE DE POCHE               	04309625	MONTRE ET BRACELET            	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
0430962598	DIR - MONTRE ET BRACELET      	04309625	MONTRE ET BRACELET            	043096	BIJOUTERIE                    	0430	BIJOUTERIE                    	04	TEXTILE/CHAUSSURE
